 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.14200E-01      -0.21756E-01      -0.15370E+00      -0.16736E+00       0.80841E-01       0.35340E+01
      0      1      -0.64572E-01      -0.67598E-02      -0.19397E+00      -0.15497E+01      -0.15644E+00      -0.29381E+01
      0      1      -0.87507E-01      -0.13781E-01       0.13027E+00       0.64147E+00      -0.24544E-01      -0.17872E+01
      0      1      -0.43605E-01      -0.27857E-01      -0.13478E-01      -0.18092E+01      -0.11280E+00      -0.25164E+01
      0      1       0.43150E-01       0.86981E-02       0.23762E+00       0.38619E+00      -0.25654E-02      -0.21199E+01
      0      1       0.22566E-01       0.11884E-01      -0.25107E+00       0.11232E+01       0.53796E-01       0.18472E+01
      0      1      -0.54049E-01      -0.91993E-02      -0.22275E+00      -0.11362E+01      -0.19852E+00      -0.16965E+01
      0      1      -0.18597E-01      -0.10198E-01      -0.14051E+00      -0.84625E-01       0.21682E+00      -0.42574E+00
      0      1       0.40255E-01       0.20190E-01       0.14280E+00       0.12074E+01       0.25800E-01       0.27871E+01
      0      1      -0.26780E-01       0.16590E-01      -0.19146E+00      -0.61711E+00      -0.52343E-01       0.13051E+00
      0      1      -0.14530E-02       0.85074E-02      -0.88462E-01      -0.54732E+00       0.24884E+00      -0.82942E+00
      0      1      -0.51816E-02      -0.15498E-01      -0.93537E-01      -0.25859E+01       0.59221E-01       0.11170E+01
      0      1      -0.22839E-01      -0.19683E-01       0.16456E+00       0.73539E+00      -0.12421E+00       0.25344E+01
      0      1       0.43684E-01       0.70228E-02       0.13752E+00       0.32103E+01      -0.12488E-01       0.19057E+00
      0      1       0.18171E-01      -0.28200E-01       0.15352E+00       0.91800E+00      -0.22750E+00      -0.14578E+00
      0      1       0.87097E-02      -0.23872E-01      -0.13439E+00      -0.55690E+00      -0.68362E-01       0.69647E+00
      0      1       0.40356E-01       0.12007E-01      -0.12199E+00      -0.14774E+01      -0.41597E-02       0.33114E+01
      0      1      -0.23942E-01      -0.33314E-01      -0.50730E-02       0.19512E+01      -0.21407E+00      -0.15445E+01
      0      1      -0.27452E-01       0.19589E-03       0.70108E-01      -0.85852E+00       0.33074E+00       0.19952E+01
      0      1       0.56516E-01       0.19992E-01      -0.17877E+00       0.19850E+01       0.57134E-01       0.85226E+00
      0      1      -0.48848E-01       0.16290E-02      -0.21980E+00      -0.20863E+01      -0.22410E+00      -0.33711E+00
      0      1      -0.81098E-03       0.22420E-01       0.16130E+00       0.18569E+01      -0.12124E+00       0.55034E+00
      0      1      -0.53030E-01      -0.14297E-01       0.67695E-01       0.21247E+01      -0.15242E+00      -0.10485E+01
      0      1       0.14990E-01      -0.84923E-02       0.79791E-01      -0.23162E+01      -0.42445E-01       0.21753E+01
      0      1       0.24264E-01       0.29232E-01      -0.21503E+00      -0.26653E+01      -0.15823E+00      -0.16424E+00
      0      1      -0.61092E-01      -0.49138E-02       0.51290E-01      -0.18486E+01       0.39576E-01       0.86654E+00
      0      1       0.63621E-01       0.29913E-01       0.14869E+00      -0.12461E+01       0.34659E-01      -0.32150E+00
      0      1      -0.18829E-01      -0.24282E-01       0.34704E-01      -0.43908E+00       0.59253E-01      -0.14042E+01
      0      1       0.34567E-02       0.74821E-02       0.18883E+00       0.15114E+01       0.27158E+00       0.27088E+01
      0      1      -0.58727E-02      -0.96752E-02      -0.16768E+00      -0.89346E+00      -0.92445E-01       0.65984E+00
      0      1      -0.40986E-01      -0.28007E-01      -0.16741E-01      -0.42169E+00       0.28388E+00       0.17188E+01
      0      1      -0.10114E-01      -0.39823E-02      -0.29042E-01       0.11955E+01       0.27690E+00      -0.18855E+00
      0      1       0.30888E-01       0.34257E-01      -0.27270E-02       0.12397E+00      -0.15886E+00      -0.13475E+01
      0      1       0.36757E-01       0.15377E-01       0.15643E-01      -0.16326E+01       0.22130E+00      -0.19390E+00
      0      1      -0.41486E-01       0.19549E-01      -0.87593E-01      -0.24999E+00       0.27136E+00       0.14911E+01
      0      1       0.23712E-01       0.35661E-01      -0.18197E-01       0.71137E+00       0.92264E-03       0.28319E+01
      0      1      -0.10524E-01      -0.15500E-01       0.18195E+00      -0.15921E+01       0.15008E+00       0.13220E+00
      0      1      -0.93965E-01      -0.26926E-01      -0.90059E-01      -0.16802E+01      -0.59118E-01       0.93566E+00
      0      1      -0.84451E-01      -0.54946E-02      -0.67205E-01       0.11689E+00       0.10087E-01       0.16302E+01
      0      1       0.25569E-01       0.87648E-02      -0.92898E-01       0.40792E+00      -0.34178E+00      -0.12597E+01
      0      1       0.60418E-01       0.24089E-02       0.87343E-01       0.77932E+00       0.19699E+00       0.18305E+01
      0      1       0.69828E-01       0.45790E-02      -0.16147E+00       0.15317E+01       0.45837E-01       0.44965E+00
      0      1       0.64844E-02       0.76758E-02      -0.13371E+00      -0.14950E+01      -0.46153E-01      -0.30554E+01
      0      1      -0.11459E-02      -0.67371E-02      -0.23529E-01       0.24311E+01      -0.16281E+00       0.14403E+01
      0      1       0.41372E-01       0.15585E-01       0.54281E-01      -0.13760E+01       0.90092E-01       0.34990E+01
      0      1      -0.19713E-01      -0.21732E-01      -0.58097E-01      -0.29551E+00       0.14598E+00      -0.22449E+01
      0      1      -0.62867E-01      -0.14483E-01      -0.52535E-01      -0.92100E+00      -0.23523E-01       0.11204E+01
      0      1      -0.30439E-01      -0.44149E-02      -0.99909E-02      -0.23107E+01       0.15139E+00      -0.53477E+00
      0      1       0.28038E-01       0.33527E-01      -0.16097E+00      -0.16277E+01      -0.98571E-01      -0.99984E+00
      0      1       0.24523E-01       0.12794E-01       0.65790E-01      -0.10565E+01      -0.26736E+00      -0.29730E+00
      0      1      -0.24982E-01       0.31399E-01      -0.57946E-01       0.20165E+01       0.22499E-01      -0.96115E+00
      0      1      -0.42055E-01       0.57731E-02      -0.15376E+00      -0.38169E+01      -0.61362E-01       0.16045E+01
      0      1       0.50996E-01       0.91757E-02      -0.46186E-01       0.19825E+01       0.45326E-01      -0.85366E+00
      0      1       0.34574E-01      -0.43532E-02      -0.66524E-02      -0.18405E+01      -0.39170E-01      -0.43677E-02
      0      1      -0.18683E-01       0.58680E-02       0.86635E-01       0.36363E+01      -0.21549E+00      -0.12448E+01
      0      1       0.81589E-02       0.17080E-03       0.21891E+00      -0.68298E+00       0.12567E+00       0.25573E+01
      0      1       0.20498E-01      -0.20076E-02      -0.18562E+00       0.38908E+00      -0.15783E+00       0.56656E+00
      0      1       0.70496E-01      -0.14602E-01      -0.39149E-01       0.89861E+00       0.14745E+00       0.18107E+00
      0      1       0.25248E-02       0.99149E-02      -0.15745E+00      -0.40496E+01       0.52802E-01      -0.18596E+00
      0      1      -0.10699E-01      -0.41454E-02       0.24088E+00      -0.14449E+00       0.13409E+00       0.17462E+01
      0      1       0.12720E-01       0.14387E-01       0.51277E-01      -0.28898E+01       0.65040E-01      -0.50946E+00
      0      1      -0.12946E-01      -0.25981E-01       0.18188E-01       0.21179E+01      -0.22498E-01      -0.17178E+01
      0      1       0.28267E-01       0.27692E-01      -0.71133E-01       0.15150E+01      -0.17973E-01       0.10518E+01
      0      1      -0.97275E-01       0.12216E-01      -0.10309E+00       0.12085E+00      -0.68730E-01       0.36380E+00
      0      1       0.17078E-01      -0.28746E-01      -0.23880E+00      -0.29252E+01      -0.34676E-01       0.12597E+01
      0      1       0.55750E-01       0.14637E-01       0.15737E+00       0.29439E+01       0.16014E+00       0.14065E+01
      0      1      -0.42731E-01      -0.12968E-01       0.18375E+00       0.96790E+00       0.12229E+00      -0.95828E-01
      0      1      -0.69119E-01       0.10328E-01      -0.92743E-01      -0.70128E+00      -0.19784E+00      -0.20724E+01
      0      1      -0.30259E-01      -0.14584E-01       0.21450E+00       0.45848E+01       0.13829E+00       0.13809E+01
      0      1       0.73209E-01      -0.14778E-01      -0.33053E-01      -0.41944E+00       0.77849E-01      -0.20939E+01
      0      1      -0.73867E-02       0.88886E-02      -0.31242E-01      -0.14467E+01       0.40970E-01       0.41006E+01
      0      1       0.51397E-01       0.26733E-01      -0.62581E-01       0.16811E+01      -0.92868E-01      -0.53201E+00
      0      1       0.59051E-01       0.86180E-02      -0.12594E+00       0.44487E+00       0.16485E+00       0.20396E+01
      0      1       0.47643E-01       0.99752E-02      -0.24943E-01      -0.11505E+01       0.63756E-01       0.11693E+01
      0      1       0.49519E-01       0.10794E-01       0.14226E-01      -0.20167E+01       0.27393E+00       0.13912E+01
      0      1       0.43659E-01       0.10554E-01      -0.16513E+00      -0.17140E+01      -0.34459E-02       0.32472E+00
      0      1       0.24083E-01       0.16747E-01       0.34934E-02      -0.24016E+01      -0.13830E+00       0.20102E+01
      0      1      -0.33188E-01      -0.16378E-01      -0.21769E+00       0.47988E+00      -0.32689E-01       0.72025E+00
      0      1      -0.13014E-01       0.11481E-01      -0.27378E+00      -0.13009E+01       0.69263E-01      -0.79227E+00
      0      1      -0.13901E-02      -0.82717E-02       0.10568E+00       0.14670E+01      -0.23336E+00      -0.14374E+01
      0      1       0.41069E-01       0.21580E-01       0.13285E+00       0.30507E+00       0.21513E+00       0.32010E+01
      0      1       0.20325E-02      -0.10427E-01       0.10951E+00      -0.43794E+00      -0.93627E-01      -0.37170E+01
      0      1      -0.20577E-01      -0.34277E-02      -0.20208E+00      -0.79414E+00       0.12446E+00       0.15909E+01
      0      1      -0.45084E-01      -0.41358E-01       0.65782E-01       0.48480E+00       0.46008E-01      -0.20951E+01
      0      1       0.26209E-01      -0.79871E-03      -0.54766E-01      -0.64531E+00       0.29372E+00       0.43084E+01
      0      1       0.10278E+00       0.18913E-01       0.83418E-01      -0.24074E+00      -0.60787E-01      -0.34526E+00
      0      1      -0.27035E-01      -0.14213E-02      -0.12294E+00      -0.25634E+01      -0.24724E+00      -0.37189E+01
      0      1       0.51887E-01       0.97547E-02       0.18187E+00       0.33609E+01      -0.15028E+00      -0.24534E+01
      0      1      -0.96204E-02      -0.15404E-01      -0.68752E-01      -0.24539E+00       0.11769E+00      -0.12986E+01
      0      1       0.21218E-01       0.14387E-01       0.32363E-01      -0.44087E+00      -0.17044E+00      -0.20399E+01
      0      1       0.36654E-01       0.18255E-01      -0.61736E-01      -0.12120E+01      -0.21728E+00       0.14360E+01
      0      1      -0.55183E-01       0.17186E-02       0.12540E-01       0.29050E+01       0.83468E-01       0.26591E+01
      0      1       0.46324E-01      -0.23550E-01       0.15782E+00       0.60127E+00       0.33028E-01       0.25024E+01
      0      1       0.67701E-02       0.26206E-02       0.44991E-01       0.17936E+01      -0.29383E+00      -0.22475E+01
      0      1       0.33670E-01      -0.16223E-01       0.27221E-01      -0.75210E+00       0.89961E-01       0.11472E+01
      0      1       0.65268E-01      -0.23604E-01      -0.71383E-01       0.18525E+01       0.14040E+00       0.15149E+01
      0      1      -0.47970E-01      -0.16394E-01      -0.17946E+00      -0.25325E+01      -0.88588E-01       0.18185E+01
      0      1       0.11438E-01       0.98611E-02       0.16917E+00      -0.19025E+01      -0.13010E-01      -0.20825E+01
      0      1       0.13100E-02       0.30230E-01       0.14057E-01      -0.14899E+01       0.22755E-01      -0.15011E+01
      0      1       0.49036E-01       0.15766E-01       0.36193E-02      -0.23353E+01       0.25482E+00       0.23262E+01
      0      1       0.90166E-02      -0.36407E-01       0.12697E+00       0.29910E+01       0.93757E-01       0.21546E+00
      0      1       0.50295E-01      -0.11213E-01       0.60144E-01       0.11043E+01      -0.15723E+00      -0.14331E+01
      0      1      -0.11873E-01      -0.28184E-01      -0.22098E-01      -0.13321E+01       0.20241E+00       0.72942E+00
      0      1      -0.55997E-01       0.64150E-02       0.10604E+00      -0.20027E+01       0.89252E-01       0.80060E+00
      0      1       0.64596E-02       0.12638E-01       0.82181E-01       0.43332E-01      -0.13005E+00      -0.36006E+01
      0      1      -0.28655E-01      -0.84417E-02       0.23385E+00       0.19846E+01       0.37554E-01      -0.73241E-01
      0      1       0.99910E-03      -0.30135E-01      -0.17226E+00      -0.17935E+01      -0.60131E-02      -0.13581E+01
      0      1       0.10214E-01      -0.14236E-01      -0.95641E-01       0.12244E+01       0.85227E-01       0.27919E+01
      0      1      -0.49573E-01      -0.34503E-02       0.21198E-02      -0.18600E+01       0.19926E+00       0.16307E+01
      0      1       0.24766E-01       0.31826E-01      -0.18576E+00      -0.85219E+00       0.32633E-01       0.29802E+01
      0      1      -0.86348E-01      -0.23060E-01       0.18818E+00      -0.48881E+00       0.16643E-01       0.80157E+00
      0      1       0.10183E-01       0.27875E-01       0.18979E+00       0.13450E+01      -0.19700E+00      -0.18158E+00
      0      1       0.43274E-01       0.30660E-02      -0.57745E-01      -0.49224E+00       0.30928E+00      -0.66025E-01
      0      1      -0.38260E-01       0.12482E-01       0.20545E+00       0.28257E+01      -0.47858E-01      -0.75774E+00
      0      1      -0.58699E-01      -0.70657E-02       0.57524E-01       0.25111E+01      -0.29499E-01      -0.82090E+00
      0      1      -0.79306E-01      -0.48485E-02      -0.17944E+00       0.68456E-01      -0.10768E+00      -0.31444E+00
      0      1       0.40662E-01       0.17437E-01      -0.20048E+00       0.31167E+00      -0.18804E+00      -0.87075E+00
      0      1       0.43033E-01      -0.38826E-02      -0.11722E+00       0.10529E+01      -0.13444E+00      -0.76823E+00
      0      1      -0.53201E-01      -0.27081E-01       0.11129E+00       0.25102E+01       0.91836E-01      -0.64987E+00
      0      1      -0.30842E-01      -0.13726E-01       0.99622E-01       0.14011E+01      -0.27447E+00      -0.17802E+00
      0      1      -0.12248E-01      -0.15283E-01       0.52255E-01       0.30232E+01       0.43260E-01      -0.20821E+01
      0      1       0.12212E-02       0.18547E-01       0.72324E-01       0.10866E+01      -0.73621E-01      -0.54715E+00
      0      1       0.30174E-01       0.14655E-01       0.16660E+00      -0.95132E+00      -0.11237E+00      -0.11723E+01
      0      1      -0.39869E-01       0.33192E-02       0.78560E-02       0.19216E+01      -0.19886E+00      -0.57782E+00
      0      1       0.49045E-02      -0.99072E-02       0.32555E-01       0.16814E+01      -0.27677E+00       0.73661E+00
      0      1      -0.29374E-01      -0.46813E-01       0.76148E-01       0.75674E+00       0.86820E-02       0.18100E+01
      0      1      -0.67150E-01       0.97498E-02       0.18972E+00       0.37589E+00       0.17739E+00       0.18854E+01
      0      1       0.56480E-01      -0.31204E-01       0.31311E-01      -0.13914E+01      -0.11258E+00      -0.16920E+01
      0      1      -0.15215E-01      -0.23750E-01       0.27208E+00       0.36280E+01      -0.98757E-01      -0.22914E+01
      0      1       0.42453E-01      -0.11144E-01      -0.65208E-01      -0.24122E+01       0.16075E+00      -0.16925E+01
      0      1       0.75950E-01       0.20786E-01      -0.90290E-01      -0.13556E+01       0.20930E+00       0.20767E+01
      0      1      -0.58786E-02      -0.55982E-02      -0.10719E-01      -0.19125E+01      -0.30948E+00      -0.27604E+01
      0      1      -0.31817E-01      -0.19465E-02       0.16915E-01      -0.21575E+01      -0.15708E-01      -0.11138E+01
      0      1      -0.31723E-01      -0.45779E-02      -0.30271E+00       0.60102E+00       0.65343E-01       0.13174E+01
      0      1      -0.75994E-01       0.10035E-01      -0.18541E+00      -0.75159E+00      -0.74961E-01      -0.10822E+01
      0      1      -0.10879E-01       0.46697E-03      -0.15895E+00       0.10971E+01      -0.31879E-01       0.42918E+00
      0      1      -0.35626E-01      -0.27814E-01      -0.54437E-01       0.12507E+01       0.88369E-01      -0.15035E+01
      0      1       0.44051E-01      -0.16425E-01       0.81616E-01       0.21274E+01       0.47339E-01       0.51654E+00
      0      1       0.25196E-01       0.25604E-01       0.33148E-01      -0.25865E+01       0.19451E+00       0.55755E+00
      0      1      -0.10886E-01      -0.20149E-01      -0.33074E-01       0.12377E+01       0.59244E-01      -0.29705E+00
      0      1      -0.14466E-01      -0.12412E-01       0.90131E-01      -0.25166E+01      -0.17294E+00      -0.21341E+01
      0      1      -0.22130E-02      -0.10251E-01       0.10333E+00       0.13038E+01       0.11095E-01      -0.27269E+01
      0      1       0.19114E-02      -0.35285E-02       0.14760E+00       0.28897E+01       0.11206E+00      -0.24287E+01
      0      1       0.29503E-01      -0.29590E-01      -0.21155E+00      -0.52729E+00       0.67822E-01       0.99706E+00
      0      1       0.32034E-01      -0.13782E-01      -0.67851E-01      -0.14277E+01      -0.41740E-02      -0.37707E+01
      0      1      -0.31443E-01      -0.52066E-03       0.10009E+00      -0.68501E-01       0.19327E-01      -0.63335E+00
      0      1      -0.10122E-01      -0.16958E-01       0.62132E-01      -0.47453E+00       0.13400E+00      -0.28504E+01
      0      1      -0.95699E-01      -0.97456E-02       0.17800E+00       0.30804E-01      -0.99845E-01      -0.70365E+00
      0      1      -0.74175E-01      -0.35482E-01      -0.78104E-01       0.37450E+00      -0.72570E-01      -0.78447E+00
      0      1      -0.32620E-01      -0.75168E-02       0.15423E+00       0.17265E+01       0.62037E-01      -0.17245E+01
      0      1       0.63915E-02       0.68876E-02      -0.29324E+00      -0.15574E+01      -0.15205E+00       0.10752E+01
      0      1      -0.62775E-01       0.22578E-01       0.14963E+00       0.26070E+00       0.20146E+00       0.10521E+01
      0      1      -0.18045E-01      -0.18472E-01      -0.10993E-01      -0.24948E+01      -0.87484E-01      -0.13361E+01
      0      1       0.26624E-01      -0.89802E-02      -0.29028E+00      -0.14983E+01      -0.14919E+00      -0.21098E+01
      0      1       0.58720E-01       0.12870E-01      -0.19685E+00      -0.34945E+01       0.73639E-02       0.17478E+01
      0      1      -0.10472E-02      -0.19731E-01       0.12064E+00       0.47614E+00      -0.12137E+00      -0.39190E+01
      0      1      -0.28805E-01       0.18602E-01       0.39236E-01      -0.74741E+00       0.81830E-01      -0.19851E+01
      0      1      -0.34977E-01       0.94759E-02      -0.10843E+00      -0.13073E+01       0.42019E-01      -0.17149E+01
      0      1       0.10977E-01      -0.24589E-02      -0.89560E-01       0.23728E+01      -0.44777E-02       0.82453E+00
      0      1       0.25997E-01      -0.27913E-03      -0.35541E-01       0.30142E+01      -0.47165E-02      -0.62571E+00
      0      1       0.20197E-01      -0.18478E-01      -0.90529E-01       0.47413E-01      -0.16086E+00       0.10805E+01
      0      1      -0.21765E-01       0.13215E-01      -0.81462E-01      -0.21984E+01      -0.19486E-01      -0.15520E+01
      0      1      -0.45859E-02      -0.53761E-02       0.15555E+00       0.24521E+01       0.15365E+00      -0.59875E+00
      0      1       0.50604E-01       0.14810E-01       0.37998E-01       0.28041E+01      -0.13532E+00      -0.74157E+00
      0      1      -0.42149E-01      -0.31097E-02       0.55819E-01       0.16324E+01       0.16022E+00       0.23722E+01
      0      1       0.34480E-01      -0.10902E-01      -0.11746E+00      -0.70064E+00       0.74978E-01       0.26208E+01
      0      1      -0.21571E-01      -0.26025E-01       0.21061E+00       0.31153E+00      -0.82548E-01       0.68473E+00
      0      1      -0.79292E-01      -0.20459E-01       0.18062E+00       0.27279E+01      -0.13174E-03       0.17204E+01
      0      1       0.34387E-01      -0.32124E-01      -0.16650E+00      -0.12514E+01      -0.57043E-01       0.14920E+00
      0      1      -0.37987E-02      -0.24858E-01       0.11636E+00      -0.20538E+01      -0.22349E+00      -0.10342E+01
      0      1      -0.94346E-01      -0.13152E-01      -0.24073E+00      -0.15225E+01      -0.31353E-01      -0.38764E+00
      0      1       0.15275E-01      -0.46245E-02       0.19258E+00       0.83988E+00       0.10088E+00       0.30427E+01
      0      1       0.66040E-01       0.23616E-02      -0.14862E+00      -0.28146E-01      -0.23163E+00       0.52597E+00
      0      1      -0.28296E-01       0.16371E-01       0.25615E-01       0.52387E+00      -0.82687E-01      -0.30077E+01
      0      1      -0.34555E-01      -0.57272E-02      -0.13665E+00      -0.16325E+01       0.13893E+00      -0.38607E+00
      0      1      -0.58879E-02      -0.21990E-01       0.33454E+00       0.90716E+00      -0.48252E-01      -0.11325E+00
      0      1      -0.38567E-01       0.27912E-01      -0.41876E-01       0.13594E+01       0.18694E+00       0.26966E+01
      0      1       0.59220E-03      -0.11518E-01       0.31659E-01      -0.11319E+01       0.10810E-01       0.25351E+01
      0      1      -0.24794E-01       0.18491E-01      -0.16799E+00       0.29616E+00      -0.10145E+00      -0.23732E+01
      0      1      -0.28893E-01      -0.24851E-01      -0.31563E-01       0.23822E+01       0.12749E+00       0.29964E+01
      0      1       0.13222E-01      -0.27242E-01       0.15767E+00      -0.94502E+00       0.10835E+00      -0.27986E-02
      0      1       0.22467E-01      -0.99113E-02       0.96383E-01       0.98949E+00      -0.13377E+00      -0.39612E+01
      0      1      -0.53870E-01       0.43443E-02      -0.24701E+00      -0.53452E+00      -0.18942E+00      -0.24319E+01
      0      1      -0.62029E-04      -0.22371E-01      -0.11639E+00       0.32206E+00       0.44524E-02      -0.27636E+01
      0      1       0.23907E-01       0.10665E-01      -0.27961E+00      -0.24660E+01       0.51856E-01      -0.82806E+00
      0      1      -0.43471E-01      -0.18556E-01       0.23567E+00      -0.87960E+00      -0.64219E-01      -0.21063E+01
      0      1       0.25185E-01       0.12582E-01       0.24912E+00       0.29853E+00      -0.91603E-01       0.36049E+00
      0      1      -0.45129E-01      -0.17014E-01       0.33282E+00       0.15533E+01       0.10017E+00       0.36971E+00
      0      1       0.33793E-01       0.36183E-02       0.92965E-01       0.21891E+01       0.28208E+00       0.31594E+01
      0      1       0.28834E-01      -0.21365E-01      -0.22138E+00      -0.69115E+00      -0.15229E-01       0.18188E+01
      0      1       0.30670E-01      -0.37653E-01      -0.71546E-02      -0.12833E+01      -0.20436E+00      -0.10335E+01
      0      1      -0.69911E-01      -0.86858E-02      -0.12440E+00      -0.19857E+01      -0.19870E+00      -0.25057E+01
      0      1       0.15257E-01      -0.23499E-01       0.15683E+00       0.74074E-01      -0.42810E-01      -0.64611E+00
      0      1      -0.38628E-01       0.25029E-01       0.59913E-02      -0.21127E+01       0.18548E+00       0.10053E+01
      0      1      -0.25337E-01       0.33222E-02       0.10210E+00      -0.55225E+00      -0.58168E-01       0.28633E+01
      0      1      -0.30889E-01      -0.20554E-01      -0.25587E+00      -0.84450E+00       0.65315E-01      -0.15260E+01
      0      1      -0.58574E-01       0.19252E-01      -0.17662E-01      -0.49033E+00      -0.71525E-01      -0.13156E+01
      0      1       0.13923E-01      -0.23977E-01       0.16357E+00      -0.76867E+00       0.13940E+00      -0.13118E+01
      0      1       0.74823E-01       0.14299E-01       0.97741E-01       0.13194E+01      -0.31574E-01      -0.25480E+01
      0      1       0.27159E-01      -0.26819E-01      -0.17343E+00      -0.99763E+00       0.66064E-01       0.33704E+01
      0      1      -0.61233E-01      -0.52909E-02      -0.14273E+00      -0.68534E+00      -0.15483E+00       0.96810E-01
      0      1       0.52940E-01      -0.10386E-01       0.13929E+00      -0.17468E+01      -0.58020E-01      -0.11342E+01
      0      1       0.32168E-01      -0.37579E-02       0.15147E+00       0.95987E+00      -0.81296E-02      -0.34226E+01
      0      1       0.17337E-01       0.12143E-02       0.10907E+00      -0.24004E+01       0.38684E-01       0.13285E+01
      0      1      -0.30717E-01      -0.17596E-01       0.31101E-01      -0.71137E-01       0.25376E+00       0.31203E+01
      0      1      -0.81084E-01       0.43290E-02       0.20206E+00      -0.21807E+00       0.81861E-01      -0.57051E+00
      0      1       0.84218E-02      -0.55465E-02      -0.15612E+00      -0.16377E+01       0.76640E-01       0.36194E+01
      0      1       0.26989E-03       0.42815E-02       0.10511E+00       0.15367E+00       0.12922E+00      -0.30023E+01
      0      1      -0.37406E-01      -0.48639E-02      -0.10542E+00      -0.13153E+01      -0.25402E+00      -0.17226E+01
      0      1       0.46658E-01       0.23101E-01       0.85731E-02      -0.65916E+00       0.29948E+00       0.23380E+01
      0      1       0.66845E-01       0.22545E-01       0.83803E-01       0.27936E+01      -0.66689E-02       0.17557E+01
      0      1      -0.23856E-01      -0.23302E-01      -0.85773E-01      -0.18725E+01       0.15219E+00       0.20468E+01
      0      1      -0.12957E-01      -0.15544E-01      -0.25862E-01      -0.54184E+00       0.58865E-01       0.11071E+01
      0      1      -0.33024E-01      -0.13377E-01       0.29153E+00       0.22381E+01       0.16406E+00       0.60055E+00
      0      1       0.58435E-01       0.92036E-03       0.31579E-01      -0.48848E+00      -0.32536E+00      -0.11278E+01
      0      1       0.20249E-01      -0.15019E-01       0.11409E+00      -0.17102E+01      -0.83318E-01       0.42733E+00
      0      1       0.18210E-01      -0.42487E-02       0.10988E+00       0.27074E+01      -0.52716E-01      -0.35398E+01
      0      1       0.32573E-01      -0.18891E-01       0.56357E-01      -0.14496E+01       0.37805E-01       0.12175E+01
      0      1       0.32678E-01       0.67582E-02       0.12955E+00       0.10865E+01       0.22121E+00      -0.17658E+01
      0      1      -0.46184E-02      -0.78988E-04       0.24995E+00       0.38183E+01      -0.98101E-01       0.10011E+01
      0      1      -0.39353E-02       0.43724E-02      -0.17457E+00       0.20805E+01      -0.57589E-01      -0.36922E+00
      0      1      -0.37038E-01       0.65517E-02      -0.22195E+00      -0.15801E+01      -0.17191E+00      -0.58814E+00
      0      1      -0.37664E-01      -0.11084E-01       0.45382E-01       0.14003E+01       0.14334E+00       0.11345E+01
      0      1       0.45019E-03      -0.16188E-01       0.36646E-02      -0.63861E+00      -0.15532E-01       0.27031E+00
      0      1      -0.60998E-01      -0.22334E-01       0.37730E-01       0.68624E+00      -0.29461E-01      -0.27055E+01
      0      1      -0.33572E-01      -0.45588E-02       0.17730E+00       0.20675E+01       0.25360E+00       0.11996E+01
      0      1      -0.32450E-02      -0.34498E-01      -0.12043E+00       0.13602E+00      -0.12045E+00      -0.35623E+00
      0      1      -0.91152E-02      -0.15103E-01       0.19241E-01       0.14733E+01      -0.23560E+00      -0.19045E+01
      0      1      -0.77914E-01      -0.41755E-02      -0.71927E-01       0.69313E+00       0.78926E-01      -0.21079E+01
      0      1      -0.35634E-01       0.19757E-01      -0.20325E+00      -0.95544E-01       0.23970E+00       0.65633E+00
      0      1       0.98926E-02       0.25149E-01      -0.22494E-01      -0.17260E+01       0.97144E-01       0.75866E+00
      0      1      -0.13042E-01       0.13405E-01       0.26456E+00       0.33136E+01      -0.36665E-01      -0.23553E+01
      0      1       0.31997E-01       0.33861E-01       0.43278E-01       0.15736E+01      -0.41391E-01       0.20019E+01
      0      1      -0.60228E-01       0.26316E-01       0.74170E-01       0.21848E+01      -0.25814E-01      -0.13679E+01
      0      1       0.54253E-01       0.25060E-01       0.16969E+00      -0.36261E+00       0.20214E+00      -0.41335E+00
      0      1      -0.29658E-01      -0.24437E-01       0.23698E+00       0.22540E+00       0.10121E+00       0.25240E+01
      0      1       0.23346E-01       0.11829E-01       0.77695E-01      -0.77504E+00      -0.34555E+00      -0.21122E+01
      0      1       0.56724E-01      -0.84242E-02       0.13792E+00       0.26619E+01       0.10401E+00       0.19868E+00
      0      1      -0.50799E-01       0.50703E-02       0.25897E+00       0.17246E+01       0.15091E+00      -0.25870E+00
      0      1      -0.82757E-02       0.15875E-01      -0.23829E+00       0.82388E+00       0.88451E-01       0.57689E+00
      0      1      -0.42332E-01      -0.13952E-01      -0.61327E-01       0.10136E+01      -0.87001E-01      -0.33283E+01
      0      1      -0.95997E-02      -0.11911E-01      -0.57899E-01      -0.22997E+01      -0.44392E-02       0.25757E+00
      0      1      -0.71980E-01      -0.34672E-02       0.61683E-01       0.26267E+01      -0.12655E+00       0.67911E+00
      0      1      -0.43816E-01      -0.23108E-01      -0.36583E-01      -0.48697E-01       0.22644E+00       0.22431E+01
      0      1       0.61295E-01      -0.33810E-01      -0.46227E-01      -0.91632E+00      -0.58707E-01      -0.14056E+01
      0      1       0.23705E-01      -0.21300E-01       0.17296E+00       0.14654E+01      -0.17930E-01       0.72972E+00
      0      1      -0.14936E-01      -0.11620E-01       0.23638E+00       0.29212E+01       0.58731E-01       0.23627E+01
      0      1       0.64719E-01       0.36592E-03       0.38865E-01       0.30097E+01       0.45183E-02       0.23833E+00
